state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
FL,166,area_code_510,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,yes
GA,160,area_code_415,no,yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,NA,4.1,1,no
RI,85,area_code_415,yes,no,0,2027.1,97,33.52,1143.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,no
WI,62,area_code_415,no,no,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,no
AR,89,area_code_415,no,yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,no
MI,134,area_code_415,no,yes,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,no
CA,NA,area_code_408,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,no
NH,97,area_code_408,no,yes,32,2102.8,87,15.3,1208.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,yes
KS,107,area_code_415,no,no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,no
TX,92,area_code_510,no,no,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,no
CT,100,area_code_415,no,yes,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2,0,no
VA,141,area_code_415,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12,6,3.24,0,no
NH,110,area_code_408,no,no,0,2113.9,81,27.54,1179.5,89,21.04,155.5,99,7,8.9,8,2.4,0,no
AL,106,area_code_415,no,no,-9,223,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,no
OH,65,area_code_408,no,no,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,no
CA,82,area_code_415,no,no,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7,10,1.89,0,no
CT,123,area_code_415,no,no,0,128.7,126,21.88,117.6,94,10,198.4,132,8.93,10.8,5,2.92,0,no
AK,74,area_code_415,no,no,0,262.3,114,44.59,NA,96,16.91,165.9,90,7.47,6.6,5,1.78,3,no
IN,115,area_code_415,no,no,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,yes
AZ,NA,area_code_415,no,yes,31,194.9,63,33.13,191.6,90,16.29,153,129,6.89,13.2,2,3.56,2,no
IA,81,area_code_510,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,no
NY,122,area_code_415,no,no,0,2135.5,110,29.51,1023.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,no
TN,59,area_code_415,no,no,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5,5,1.35,3,no
MN,163,area_code_408,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,no
IN,65,area_code_408,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8,5,2.16,1,no
SD,145,area_code_408,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,no
SD,NA,area_code_415,no,no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,1,no
DC,45,area_code_415,no,no,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,no
MA,127,area_code_408,yes,no,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,yes
NJ,128,area_code_415,no,no,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,yes
NY,98,area_code_408,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,no
MI,127,area_code_510,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,no
WV,113,area_code_415,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,yes
MT,143,area_code_408,no,yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,no
NJ,113,area_code_408,no,no,0,2034.8,72,22.46,1179.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,no
TX,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,no
AR,115,area_code_415,no,no,0,139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7,yes
TX,90,area_code_415,yes,yes,26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,yes
NJ,48,area_code_510,no,yes,22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2,yes
HI,35,area_code_415,no,no,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,no
OR,76,area_code_415,no,no,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,no
HI,132,area_code_415,no,yes,15,2079.5,128,26.28,1177.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,no
NY,75,area_code_415,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,no
ME,151,area_code_415,no,yes,26,2136.1,98,33.41,1107.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,no
MN,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,no
MT,160,area_code_415,no,no,0,1942.2,113,16.58,1200.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,no
DE,148,area_code_415,no,no,0,124.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,no
MA,90,area_code_408,no,no,0,157.9,72,26.84,234,93,19.89,210,86,9.45,12.2,5,3.29,2,no
KS,120,area_code_510,no,no,0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,no
OR,12,area_code_415,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,no
SC,72,area_code_415,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,no
OK,49,area_code_415,no,no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,no
OK,117,area_code_415,no,yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,no
VA,87,area_code_415,no,no,0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,no
NM,NA,area_code_415,no,no,0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,yes
WV,125,area_code_415,no,no,0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,no
VT,NA,area_code_415,no,yes,42,214.3,112,36.43,188.2,107,16,333.5,117,15.01,11.3,10,3.05,0,no
ME,131,area_code_510,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,yes
KY,79,area_code_415,no,no,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,no
NE,103,area_code_408,no,no,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,no
NH,155,area_code_408,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,no
VT,107,area_code_510,no,yes,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,no
VT,38,area_code_415,no,no,0,137.8,86,23.43,286.3,76,24.34,167,77,7.52,14.1,3,3.81,2,no
CT,134,area_code_408,no,yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,no
MI,132,area_code_408,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,yes
AL,106,area_code_408,no,yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,no
ID,NA,area_code_408,no,no,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10,5,2.7,1,no
MT,96,area_code_415,no,no,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,no
MO,119,area_code_408,no,yes,32,142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,3,no
DE,138,area_code_510,yes,no,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4,yes
KY,135,area_code_510,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,no
WY,93,area_code_408,no,yes,42,2134,101,28.37,1205.2,84,23.22,171,106,7.69,11.5,1,3.11,1,no
MS,77,area_code_408,no,no,0,230,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,no
MN,115,area_code_510,yes,no,0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,yes
WI,92,area_code_415,no,no,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,no
DC,80,area_code_408,no,no,0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,no
TN,120,area_code_415,no,no,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,no
NC,85,area_code_510,no,no,0,183.4,111,31.18,168.8,98,14.35,199.7,97,8.99,9.9,4,2.67,4,no
RI,93,area_code_415,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,no
ND,-12,area_code_510,yes,no,0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2,no
IL,131,area_code_510,no,no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,no
CO,105,area_code_408,no,no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,yes
WI,NA,area_code_415,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,yes
WV,154,area_code_408,no,yes,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,no
ME,41,area_code_415,no,yes,30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,no
TX,79,area_code_415,no,no,0,2113.8,90,24.48,1067.8,91,11.54,212.4,129,9.56,13,4,3.51,1,no
IL,142,area_code_415,no,yes,38,2126.4,104,27.76,1068,114,11.56,249.1,127,11.21,4.3,6,1.16,0,no
NJ,125,area_code_415,no,no,0,2061.6,64,30.99,1071.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,no
IN,68,area_code_510,no,no,0,2015,127,42.48,1186.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,yes
IN,96,area_code_415,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,no
WA,29,area_code_415,no,no,-3,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,no
CT,163,area_code_408,no,yes,40,231.9,56,39.42,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2,no
KY,109,area_code_415,no,no,0,2136.4,80,29.85,1170,94,20.23,198.4,103,8.93,10.2,6,2.75,1,no
FL,92,area_code_415,no,no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,no
HI,157,area_code_415,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,no
NC,NA,area_code_510,yes,no,0,209.1,141,35.55,205,93,17.43,119.4,111,5.37,7.8,3,2.11,2,no
ND,190,area_code_415,no,no,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,no
MD,136,area_code_415,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,no
KS,159,area_code_415,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,no
LA,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,no
MT,66,area_code_510,no,no,0,2038.9,95,34.22,1084.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,no
AL,41,area_code_510,no,yes,-8,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,no
OR,89,area_code_415,no,no,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,no
NY,122,area_code_510,no,no,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,no
IL,149,area_code_408,no,no,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,no
CO,55,area_code_408,no,yes,25,165.6,123,28.15,136.1,95,11.57,175.7,90,7.91,11,2,2.97,3,no
TX,123,area_code_408,no,no,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,no
IN,NA,area_code_415,no,no,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3,no
SD,52,area_code_510,yes,no,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,0,yes
VT,93,area_code_510,no,yes,32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,no
CT,99,area_code_415,no,no,0,146.7,64,24.94,NA,99,23.29,321.3,98,14.46,8.9,1,2.4,3,no
OH,133,area_code_408,yes,no,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,yes
UT,NA,area_code_415,no,no,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,no
MI,76,area_code_510,no,no,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,no
MD,121,area_code_510,no,no,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,no
ME,175,area_code_415,no,no,0,132,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,no
MT,54,area_code_415,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,yes
ME,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,no
IL,85,area_code_415,no,yes,29,144.6,97,24.58,140,102,11.9,165.4,148,7.44,10.9,3,2.94,1,no
CO,86,area_code_408,no,no,0,171.8,106,29.21,NA,44,25.64,139.4,108,6.27,9.7,5,2.62,1,no
NV,136,area_code_415,no,yes,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,no
CT,64,area_code_415,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,yes
OR,87,area_code_510,no,yes,22,2113.8,102,40.94,1007.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,no
PA,92,area_code_415,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,no
WV,63,area_code_510,no,no,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0,yes
NC,NA,area_code_415,no,no,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,yes
VA,80,area_code_415,no,no,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,no
AR,107,area_code_415,yes,no,-10,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,yes
CO,81,area_code_408,no,no,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1,no
NE,37,area_code_408,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,no
WV,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,no
UT,195,area_code_415,no,no,0,2022.6,108,10.74,1152.2,88,18.72,184,99,8.28,5.1,3,1.38,0,no
DE,53,area_code_415,no,yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,no
NH,37,area_code_415,no,no,0,206,89,35.02,186,88,15.81,307.1,86,13.82,8.4,11,2.27,0,no
FL,NA,area_code_510,no,no,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,no
ME,57,area_code_415,no,no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,no
IL,83,area_code_415,no,no,-5,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,no
KS,128,area_code_415,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,no
AL,49,area_code_415,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,3,no
ID,134,area_code_415,no,no,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,no
CA,96,area_code_510,no,yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,no
ID,NA,area_code_415,no,no,0,194.2,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51,3,no
NY,86,area_code_510,no,no,0,2114.9,125,12.02,1143,113,17.94,174.6,107,7.86,0,0,0,2,no
DE,115,area_code_408,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,no
TN,NA,area_code_408,no,no,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,no
GA,64,area_code_510,no,no,0,216.9,78,36.87,211,115,17.94,179.8,116,8.09,11.4,5,3.08,3,no
OH,146,area_code_415,no,no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,no
DC,139,area_code_510,no,no,0,203.2,81,34.54,NA,99,12.96,197.8,76,8.9,9.7,3,2.62,2,no
OH,135,area_code_415,no,no,0,2048.5,107,29.48,1154,84,18.87,64.2,94,2.89,13.7,6,3.7,1,no
DC,66,area_code_415,no,no,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,no
OH,56,area_code_408,no,no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,no
ME,120,area_code_510,no,no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,no
WV,83,area_code_415,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,no
MN,100,area_code_415,yes,no,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,NA,3.13,2,yes
MI,140,area_code_415,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,no
TN,80,area_code_415,yes,no,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,yes
ME,28,area_code_415,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,no
KS,NA,area_code_408,no,no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0,no
UT,112,area_code_415,no,no,0,2040.8,108,19.69,1175.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,no
MN,NA,area_code_415,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,no
ME,149,area_code_408,no,no,0,237.6,79,40.39,NA,107,16.35,207.4,111,9.33,9.1,9,2.46,0,no
MN,173,area_code_510,no,no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,yes
MI,70,area_code_510,no,no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,NA,3.86,1,no
FL,NA,area_code_510,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,no
MD,54,area_code_415,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,no
PA,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,no
MN,117,area_code_408,no,no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,no
WI,73,area_code_415,no,no,-7,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,no
AL,16,area_code_415,no,no,0,1995.6,100,27.52,1162.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,no
NY,70,area_code_415,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,no
FL,106,area_code_408,no,no,0,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0,no
NE,96,area_code_415,no,no,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,yes
CT,102,area_code_415,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,no
WI,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,no
AL,72,area_code_415,no,no,0,2128.3,93,37.03,1121.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,no
SC,99,area_code_415,no,no,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,no
OH,109,area_code_415,no,no,-3,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,no
VA,123,area_code_408,no,no,0,154.3,107,26.23,183,111,15.56,54,134,2.43,10.9,NA,2.94,0,no
TX,121,area_code_415,no,no,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,no
KS,NA,area_code_415,no,yes,25,265.1,110,45.07,197.4,99,16.78,244.7,91,11.01,10,3,2.7,1,no
CO,22,area_code_510,no,yes,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,no
WY,104,area_code_408,no,no,-2,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,no
OH,88,area_code_408,no,no,0,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,no
UT,111,area_code_510,no,no,0,2008.2,80,32.52,1070.5,94,11.77,246,107,11.07,6.4,3,1.73,2,no
RI,33,area_code_415,no,no,-8,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,no
OR,157,area_code_510,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,no
AK,138,area_code_415,no,yes,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,no
RI,NA,area_code_510,no,no,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,no
WY,64,area_code_415,no,no,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,no
AZ,73,area_code_415,no,no,0,2008,130,29.82,1180.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,no
NE,112,area_code_415,yes,yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,no
MS,NA,area_code_415,no,no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,no
NC,104,area_code_415,no,yes,18,182.1,66,30.96,213.6,65,18.16,193,108,8.69,13.4,9,3.62,2,no
MI,108,area_code_408,yes,no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,yes
RI,133,area_code_510,yes,no,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,no
NH,116,area_code_408,no,yes,24,2120.8,138,31.21,1135.8,90,17.32,166.9,89,7.51,6,3,1.62,2,no
HI,24,area_code_415,no,no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,no
WY,62,area_code_415,no,no,-5,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0,no
OK,52,area_code_415,no,no,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,no
WV,107,area_code_415,no,no,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,no
WV,21,area_code_415,no,no,0,2034.7,109,15.62,1130.4,111,16.86,171.7,125,7.73,13,7,3.51,2,no
WV,177,area_code_408,no,no,0,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,no
MN,99,area_code_408,no,no,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,NA,3.81,2,no
WY,113,area_code_510,no,no,0,155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,no
CT,31,area_code_415,no,yes,31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,0,no
NC,55,area_code_408,yes,no,0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,no
NY,68,area_code_415,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,no
WA,132,area_code_415,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16,3,no
AZ,68,area_code_415,no,no,0,232.4,76,39.51,NA,103,13.03,214.6,107,9.66,10.5,2,2.84,1,no
TN,67,area_code_415,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,no
NM,30,area_code_415,no,no,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,no
NY,137,area_code_510,no,no,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,no
WV,121,area_code_510,no,no,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,no
MT,NA,area_code_415,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,no
MT,116,area_code_415,no,yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1,no
MD,NA,area_code_415,no,no,0,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3,no
ID,153,area_code_415,no,yes,-2,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,no
KS,164,area_code_510,no,yes,30,1992.5,100,40.6,1162,121,19.55,206.3,66,9.28,13.2,8,3.56,1,no
NY,15,area_code_510,yes,no,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,no
CO,54,area_code_510,no,yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,no
MT,74,area_code_415,no,no,0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,no
SC,73,area_code_415,no,no,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,no
MO,110,area_code_415,no,no,0,2073.8,124,30.35,1078.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,no
MI,62,area_code_415,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,no
MT,71,area_code_510,no,yes,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,no
MT,28,area_code_415,no,no,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,yes
UT,81,area_code_510,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,no
